"Time","Return","Volatility","LogPrice","Price"
1,-0.0076461150008310524,0.013781061539960924,4.5975240709872605,99.2383042176103
2,0.002316914250539601,0.012604767656493779,4.5998409852378,99.46849742483774
3,0.02370024781248766,0.013503247088979113,4.623541233050288,101.85408328679533
4,0.00016107292659161223,0.013509231113484559,4.62370230597688,101.87049054342265
5,-0.01887495501105732,0.010639845803089699,4.604827350965822,99.96572237389415
6,0.0055684358304401455,0.009610413938377114,4.610395786796262,100.52392780736726
7,0.007347357868121928,0.01091159195826692,4.617743144664384,101.26523306191288
8,0.01329530241429276,0.011745984501840601,4.631038447078677,102.62057483419578
9,-0.0012090764236916767,0.009535701109725661,4.629829370654986,102.49657369511105
10,0.007013683048938729,0.00857550973607448,4.636843053703924,103.21797907368457
11,0.011745711461456683,0.010797790666244696,4.648588765165381,104.43749569819529
12,0.005048056440447702,0.011007726299115356,4.653636821605828,104.96603499669246
13,0.0009924786847327698,0.01015115928522936,4.654629300290561,105.07026326265823
14,-0.004727141213023461,0.010709018694406266,4.649902159077538,104.57475338622129
15,-0.0019667543737323444,0.0087655289458142,4.647935404703806,104.36928265407974
16,-0.00855906008512483,0.008628265308338878,4.639376344618681,103.4797917261018
17,-0.0071426557585876635,0.0083398525065388,4.632233688860093,102.74330456410998
18,-0.0036468097278630116,0.008245292842279657,4.62858687913223,102.3693016547724
19,-0.013127912440437338,0.008914340390285436,4.615458966691793,101.03418922024574
20,-0.002902110862071899,0.0092599805388456,4.6125568558297205,100.74140185845441
21,-0.00170213790233619,0.011539776849689463,4.610854717927385,100.5700719549438
22,0.004307611557445168,0.01021243116711121,4.615162329484829,101.0042231652908
23,-0.01210247810910863,0.010747493559814901,4.603059851375721,99.78918905781437
24,-0.00814458655871132,0.0110172373473085,4.5949152648170095,98.97974812524829
25,-0.0072660660813369015,0.00978845601155368,4.587649198735673,98.26316127109742
26,-0.004796099622344587,0.008544179717609776,4.582853099113328,97.79300970852479
27,-0.011405075965173147,0.007788316021879317,4.571448023148156,96.68400914293221
28,0.003869861432786504,0.00858879857452251,4.575317884580942,97.05888775738462
29,0.007933780594921076,0.010827831607348116,4.583251665175863,97.83199445182943
30,-0.004943356231051481,0.010875289910050535,4.578308308944811,97.3495694342269
31,0.00032449593836454975,0.009594217782480072,4.578632804883176,97.381164100003
32,0.009025348956529143,0.009245217067643337,4.587658153839705,98.26404123186914
33,0.005501892001479682,0.01425931510209358,4.593160045841184,98.80616937204053
34,-0.015124712942406067,0.014875936776969814,4.578035332898779,97.32299896039623
35,0.0000732960427983506,0.012538680688613952,4.578108628941577,97.33013261252438
36,0.0062011533964163494,0.01338204515685772,4.584309782337994,97.93556695042015
37,0.004406507615542151,0.009468049768157138,4.588716289953536,98.36807299276254
38,0.002319688236600077,0.01004424691156109,4.591035978190136,98.59652111631425
39,0.00894941420688873,0.010772380424636581,4.599985392397024,99.48286242516265
40,-0.016157353804289336,0.010143558185664302,4.583828038592735,97.8883984660768
41,-0.0018753139105172519,0.00839283985644204,4.581952724682218,97.70499901027873
42,0.00769744744680625,0.008522854614704155,4.589650172129024,98.45998009128851
43,-0.011531360964955474,0.00914675831889745,4.578118811164068,97.3311236546352
44,-0.014046010377078267,0.010436450221337643,4.56407280078699,95.97356613462591
45,-0.008899559616565612,0.01173030046679886,4.555173241170425,95.12323306844863
46,0.008798528294040514,0.011970737659225848,4.563971769464465,95.96387028811225
47,0.009117491924738595,0.011419580701607032,4.573089261389204,96.8428209243711
48,-0.006507964718476314,0.009636762684156499,4.566581296670727,96.21461764217703
49,-0.01455673491505677,0.009257519778254378,4.552024561755671,94.82419154263204
50,-0.0003902598274419686,0.010281672843958626,4.551634301928229,94.7871926900558
51,0.002880082610133145,0.011470255335470313,4.554514384538361,95.0605811370648
52,-0.0008488357633403566,0.011279946713469559,4.5536655487750215,94.97992455305123
53,0.0003641926630648817,0.012932750707157645,4.554029741438086,95.01452184436928
54,-0.01717661183872772,0.013277112738878074,4.536853129599359,93.3964307278515
55,0.029140395371608934,0.016928791445795732,4.565993524970968,96.158082029468
56,0.03569373005236482,0.014931440913531577,4.601687255023332,99.65231274036263
57,-0.011993349678970566,0.0188968592845472,4.589693905344362,98.4642861569584
58,-0.013637641017121508,0.019166071439857962,4.57605626432724,97.13058053929473
